Date,Berri,Brebeuf,Cote-Sainte-Catherine,Maisonneuve 1,Maisonneuve 2,du Parc,Pierre-Dupuy,Rachel,Saint-Urbain
"06 04 2009",0,0,0,0,0,0,0,0,1246
"07 04 2009",0,0,0,0,0,0,0,0,1544
"08 04 2009",0,0,0,0,0,0,0,0,1417
"09 04 2009",0,0,0,0,0,0,0,0,1905
"10 04 2009",0,0,0,0,0,0,0,0,1974
"11 04 2009",0,0,0,0,0,0,0,0,1852
"12 04 2009",0,0,0,0,0,0,0,0,1417
"13 04 2009",0,0,0,0,0,0,0,0,1370
"14 04 2009",0,0,0,0,0,0,0,0,1932
"15 04 2009",0,0,0,0,0,0,0,0,1992
"16 04 2009",0,0,0,0,0,0,0,0,1818
"17 04 2009",1286,0,0,0,0,0,0,0,1667
"18 04 2009",1178,0,0,0,0,0,0,0,1118
"19 04 2009",2131,0,0,0,0,0,0,0,1321
"20 04 2009",2709,0,0,0,0,0,0,0,1617
"21 04 2009",752,0,0,0,0,0,0,0,911
"22 04 2009",1886,0,0,0,0,0,0,0,1440
"23 04 2009",2069,0,0,0,0,0,0,0,1551
"24 04 2009",3132,0,0,0,0,0,0,0,1681
"25 04 2009",3668,0,0,0,0,0,0,0,1571
"26 04 2009",1368,0,0,0,0,0,0,0,1224
"27 04 2009",4051,0,0,0,0,0,0,0,2349
"28 04 2009",2286,0,0,0,0,0,0,0,2386
"29 04 2009",3519,0,0,0,0,0,0,0,2465
"30 04 2009",3520,0,0,0,0,0,0,0,2537
"01 05 2009",1925,0,0,0,0,0,0,0,2500
"02 05 2009",2125,0,0,0,0,0,0,0,1302
"03 05 2009",2662,0,0,0,0,0,0,0,1581
"04 05 2009",4403,0,0,0,0,0,0,0,2546
"05 05 2009",4338,0,0,0,0,0,0,0,2659
"06 05 2009",2757,0,0,0,0,0,0,0,1906
"07 05 2009",970,0,0,0,0,0,0,0,1418
"08 05 2009",2767,0,0,0,0,0,0,0,1706
"09 05 2009",1493,0,0,0,0,0,0,0,1366
"10 05 2009",728,0,0,0,0,0,0,0,904
"11 05 2009",3982,0,0,0,0,0,0,0,2542
"12 05 2009",4742,0,0,0,0,0,0,0,2808
"13 05 2009",5278,0,0,0,0,0,0,0,2610
"14 05 2009",2344,0,0,0,0,0,0,0,1661
"15 05 2009",4094,0,0,0,0,0,0,0,2410
"16 05 2009",784,0,0,0,0,0,0,0,1175
"17 05 2009",1048,0,0,0,0,0,0,0,1136
"18 05 2009",2442,0,0,0,0,0,0,0,1395
"19 05 2009",3686,0,0,0,0,0,0,0,2166
"20 05 2009",3042,0,0,0,0,0,0,0,1873
"21 05 2009",5728,0,0,0,0,0,0,0,2614
"22 05 2009",3815,0,0,0,0,0,0,0,2218
"23 05 2009",3540,0,0,0,0,0,0,0,1734
"24 05 2009",4775,0,0,0,0,0,0,0,1745
"25 05 2009",4434,0,0,0,0,0,0,0,2280
"26 05 2009",4363,0,0,0,0,0,0,0,2347
"27 05 2009",2075,0,0,0,0,0,0,0,1181
"28 05 2009",2338,0,0,0,0,0,0,0,1367
"29 05 2009",1387,0,0,0,0,0,0,0,1330
"30 05 2009",2063,0,0,0,0,0,0,0,1475
"31 05 2009",2031,0,0,0,0,0,0,0,1213
"01 06 2009",3274,0,0,0,0,0,0,0,1971
"02 06 2009",4325,0,0,0,0,0,0,0,2261
"03 06 2009",5430,0,0,0,0,0,0,0,2600
"04 06 2009",5278,0,0,0,0,0,0,0,2726
"05 06 2009",6028,0,0,0,0,0,0,0,2626
"06 06 2009",3876,0,0,0,0,0,0,0,1691
"07 06 2009",2742,0,0,0,0,0,0,0,2534
"08 06 2009",4973,0,0,2107,3742,0,0,0,2368
"09 06 2009",1125,0,0,678,1312,0,0,0,945
"10 06 2009",3460,0,0,2354,3978,0,0,0,2046
"11 06 2009",4449,0,0,2648,4802,0,0,0,2398
"12 06 2009",3576,0,0,2100,3717,0,0,0,2095
"13 06 2009",4027,0,0,1830,3357,0,0,0,1885
"14 06 2009",4313,0,0,1706,3120,0,0,0,1644
"15 06 2009",3182,0,0,1922,3538,0,0,0,1757
"16 06 2009",5668,0,0,3499,5609,0,0,0,2507
"17 06 2009",6320,0,0,3388,6047,0,0,0,2760
"18 06 2009",2397,0,0,1324,2531,0,0,0,1562
"19 06 2009",2857,0,0,1798,3309,0,0,0,1703
"20 06 2009",2590,0,0,1505,2774,0,0,0,1389
"21 06 2009",3234,0,0,1332,2531,0,0,0,1483
"22 06 2009",5138,0,0,2742,5032,0,0,0,2322
"23 06 2009",5799,0,0,3114,5386,0,0,0,2673
"24 06 2009",4911,0,0,1615,3114,0,0,0,1724
"25 06 2009",4333,0,0,2449,4541,0,0,0,2122
"26 06 2009",3680,0,0,2156,3984,0,0,0,1961
"27 06 2009",1536,0,0,847,1655,0,0,0,1060
"28 06 2009",3064,0,0,1437,2689,0,0,0,1351
"29 06 2009",1004,0,0,596,1360,0,0,0,845
"30 06 2009",4709,0,0,2945,4472,0,0,0,2556
"01 07 2009",4471,0,0,2239,3051,0,0,0,1879
"02 07 2009",4432,0,0,2611,4525,0,0,0,2759
"03 07 2009",2997,0,0,1876,3069,0,0,0,2149
"04 07 2009",2544,0,0,1653,2325,0,0,0,1609
"05 07 2009",5121,0,0,3064,3310,0,0,0,2148
"06 07 2009",3862,0,0,0,4249,0,0,0,2493
"07 07 2009",3036,2156,0,0,3518,0,0,0,2111
"08 07 2009",3744,4539,0,0,3886,0,0,0,2348
"09 07 2009",6626,7575,0,0,5751,0,0,0,3146
"10 07 2009",6274,7268,0,0,5435,0,0,0,2999
"11 07 2009",1876,2320,0,0,1944,0,0,0,1247
"12 07 2009",4393,5071,0,0,3148,0,0,0,1899
"13 07 2009",3471,4236,0,0,3909,0,0,0,2148
"14 07 2009",3537,3755,0,0,4019,0,0,0,2089
"15 07 2009",6100,6933,0,0,5536,0,0,0,2785
"16 07 2009",3489,4278,0,0,3774,0,0,0,2236
"17 07 2009",4859,5987,0,0,4323,0,0,0,2385
"18 07 2009",2991,3582,0,0,2804,0,0,0,1545
"19 07 2009",3588,4132,0,0,2711,0,0,0,1523
"20 07 2009",5607,7064,0,0,5092,0,0,0,2584
"21 07 2009",5754,6996,0,0,5357,0,0,0,2654
"22 07 2009",3440,4331,0,0,3954,0,0,0,2123
"23 07 2009",5124,6134,0,0,4836,0,0,0,2643
"24 07 2009",4054,4639,0,0,3828,0,0,0,2202
"25 07 2009",4372,4635,0,0,3059,0,0,0,1904
"26 07 2009",1801,2144,0,0,1703,0,0,0,1173
"27 07 2009",4088,5024,0,0,4307,0,0,0,2173
"28 07 2009",5891,7219,0,0,5437,0,0,0,2757
"29 07 2009",3754,5033,0,1637,4211,0,0,0,2224
"30 07 2009",5267,7191,0,2527,5183,0,0,0,2765
"31 07 2009",3146,5237,0,2265,4023,0,0,0,2371
"01 08 2009",63,5869,0,1053,3351,0,0,0,2040
"02 08 2009",77,1753,0,291,1293,0,0,0,960
"03 08 2009",5904,7183,0,3102,4853,0,0,0,2920
"04 08 2009",4417,5384,0,2382,4350,0,0,0,2489
"05 08 2009",5611,7103,0,2646,5201,0,0,0,2822
"06 08 2009",4197,5259,0,2302,4298,0,0,0,2655
"07 08 2009",4265,5371,0,2300,4303,0,0,0,2512
"08 08 2009",4589,5514,0,2083,3200,0,0,0,1924
"09 08 2009",2775,3524,0,1509,2393,0,0,0,1366
"10 08 2009",2999,4183,0,1545,3185,0,0,0,1837
"11 08 2009",3504,4359,0,1735,3703,0,0,0,2098
"12 08 2009",5538,7127,0,2368,5107,0,0,0,2830
"13 08 2009",5386,6971,0,2364,5056,0,0,0,2807
"14 08 2009",4859,6155,0,2125,4663,0,0,0,2570
"15 08 2009",3916,5078,0,1573,3027,0,0,0,1695
"16 08 2009",3307,4416,0,1313,2843,0,0,0,1356
"17 08 2009",4403,5668,0,1773,4422,0,0,0,2146
"18 08 2009",4382,5641,0,2121,4629,0,0,0,2268
"19 08 2009",5327,6901,0,2362,5231,0,0,0,2692
"20 08 2009",3796,4884,0,1790,3887,0,0,0,2402
"21 08 2009",2832,3752,0,1434,3166,0,0,0,2125
"22 08 2009",3492,4787,0,1448,3110,0,0,0,1760
"23 08 2009",2888,4015,0,1111,2647,0,0,0,1352
"24 08 2009",4120,5526,0,1966,4573,0,0,0,2293
"25 08 2009",5450,7034,0,2671,5698,0,0,0,2681
"26 08 2009",4722,6238,0,2416,5112,0,0,0,2515
"27 08 2009",4707,6239,0,2338,5171,0,0,0,2762
"28 08 2009",4439,5651,0,2283,4683,0,0,0,2577
"29 08 2009",1004,1445,0,590,1231,0,0,0,1194
"30 08 2009",2277,3044,0,1037,2157,0,0,0,1378
"31 08 2009",4572,5927,0,2439,4967,0,0,0,2431
"01 09 2009",5298,6936,0,2796,5765,0,0,0,2823
"02 09 2009",5451,7048,0,2701,5517,0,0,0,2902
"03 09 2009",5372,6864,0,2717,5762,0,0,0,2887
"04 09 2009",4566,5833,0,2393,5327,0,0,0,2735
"05 09 2009",3533,4156,0,1466,3059,0,0,0,1655
"06 09 2009",3888,4030,0,1383,2794,0,0,0,1532
"07 09 2009",3683,4800,0,1642,2628,0,0,0,1492
"08 09 2009",5452,6745,0,2865,6379,0,0,0,2908
"09 09 2009",5575,6681,0,2727,6535,0,0,0,2965
"10 09 2009",5496,6514,0,2921,6587,0,0,0,2699
"11 09 2009",4864,6044,0,2640,5895,0,0,0,2883
"12 09 2009",3985,5205,0,1759,3873,0,0,0,2112
"13 09 2009",2695,3925,0,1194,2777,0,0,0,1834
"14 09 2009",4196,4236,0,2097,5053,0,0,0,2391
"15 09 2009",5169,4375,0,2513,5958,0,0,0,2743
"16 09 2009",4891,4252,0,2589,6146,0,0,0,2952
"17 09 2009",4915,3983,0,2647,6149,0,0,0,2801
"18 09 2009",2435,2154,0,1553,3772,0,0,0,2342
"19 09 2009",2674,2513,0,1361,2677,0,0,0,1785
"20 09 2009",2855,2588,0,1219,2782,0,0,0,1653
"21 09 2009",4787,3590,0,243,5856,0,0,0,2616
"22 09 2009",2620,1918,0,107,3602,0,0,0,1856
"23 09 2009",2878,2030,0,130,4030,0,0,0,2017
"24 09 2009",4820,3158,0,174,5942,0,0,0,2847
"25 09 2009",3774,2699,0,61,5018,0,0,0,2715
"26 09 2009",2603,2547,0,0,2873,0,0,0,1859
"27 09 2009",725,652,0,0,1035,0,0,0,859
"28 09 2009",1941,1406,0,90,2812,0,0,0,1705
"29 09 2009",2272,1330,0,11,2878,0,0,0,2004
"30 09 2009",3003,1785,0,22,3884,0,0,0,2324
"01 10 2009",2643,1579,0,22,3528,0,0,0,2358
"02 10 2009",2865,1898,0,36,3735,0,0,0,2682
"03 10 2009",993,700,0,7,1362,0,0,0,1661
"04 10 2009",1336,1116,0,0,1620,0,0,0,1566
"05 10 2009",2935,1761,0,308,3801,0,0,0,2254
"06 10 2009",3852,2205,0,7,4610,0,0,0,2473
"07 10 2009",2115,1100,0,3,2825,0,0,0,2072
"08 10 2009",3336,1965,0,9,4146,0,0,0,2420
"09 10 2009",1302,658,0,482,1686,0,0,0,1718
"10 10 2009",1407,994,0,725,1443,0,0,0,1612
"11 10 2009",1090,812,0,546,1271,0,0,0,1288
"12 10 2009",1171,923,0,573,1127,0,0,0,1191
"13 10 2009",1671,869,0,911,2211,0,0,0,1646
"14 10 2009",2456,1363,0,1358,3232,0,0,0,2150
"15 10 2009",2383,1305,0,1304,3282,0,0,0,2264
"16 10 2009",2131,1237,0,1254,2885,0,0,0,2263
"17 10 2009",1130,906,0,727,1676,0,0,0,1553
"18 10 2009",1241,983,0,625,1497,0,0,0,1415
"19 10 2009",2570,1472,0,1377,3449,0,0,0,2042
"20 10 2009",2605,1366,0,1403,3517,0,0,0,2144
"21 10 2009",2904,1436,0,1478,3582,0,0,0,2260
"22 10 2009",1322,631,0,665,1866,0,0,0,1703
"23 10 2009",1792,912,0,1040,2575,0,0,0,1776
"24 10 2009",542,276,0,277,737,0,0,0,1166
"25 10 2009",1129,801,0,617,1366,0,0,0,1267
"26 10 2009",2119,1169,0,1171,3186,0,0,0,1860
"27 10 2009",2072,1101,0,1147,3167,0,0,0,1750
"28 10 2009",1996,1066,0,1101,2944,0,0,0,1883
"29 10 2009",2130,1215,0,1185,3142,0,0,0,2025
"30 10 2009",1835,955,0,979,2470,0,0,0,2132
"31 10 2009",473,288,0,278,661,0,0,0,1429
"01 11 2009",1144,843,0,546,1273,0,0,0,1432
"02 11 2009",2293,1191,0,1158,3006,0,0,0,1933
"03 11 2009",1655,794,0,910,2246,0,0,0,1755
"04 11 2009",1974,1040,0,1113,2693,0,0,0,1861
"05 11 2009",1767,904,0,990,2469,0,0,0,1712
"06 11 2009",1735,854,0,1001,2317,0,0,0,1781
"07 11 2009",872,550,0,475,1118,0,0,0,1403
"08 11 2009",1541,1060,0,689,1545,0,0,0,1347
"09 11 2009",2540,1315,0,1267,3191,0,0,0,2052
"10 11 2009",2526,1297,0,1270,3430,0,0,0,2071
"11 11 2009",2366,1172,0,1145,2952,0,0,0,1982
"12 11 2009",2224,1098,0,1137,2929,0,0,0,1906
"13 11 2009",2007,996,0,1115,2569,0,0,0,2021
"14 11 2009",493,310,0,269,635,0,0,0,1472
"15 11 2009",852,393,0,425,964,0,0,0,1121
"16 11 2009",1881,0,0,1003,2567,0,0,0,1875
"17 11 2009",2052,0,0,1006,2728,0,0,0,1918
"18 11 2009",1921,0,0,1046,2642,0,0,0,1936
"19 11 2009",1935,0,0,1045,2619,0,0,0,1853
"20 11 2009",1065,0,0,596,1493,0,0,0,1670
"21 11 2009",1173,0,0,614,1315,0,0,0,1524
"22 11 2009",743,0,0,396,1021,0,0,0,1063
"23 11 2009",1579,0,0,864,2352,0,0,0,1545
"24 11 2009",1886,0,0,1027,2574,0,0,0,1689
"25 11 2009",1574,0,0,833,2183,0,0,0,1730
"26 11 2009",1726,0,0,916,2397,0,0,0,2136
"27 11 2009",1027,0,0,525,1428,0,0,0,1817
"28 11 2009",810,0,0,419,938,0,0,0,1268
"29 11 2009",671,0,0,315,754,0,0,0,964
"30 11 2009",747,0,0,412,1175,0,0,0,1088
"01 12 2009",1092,0,0,599,1473,0,0,0,1398
"02 12 2009",1377,0,0,711,1867,0,0,0,1588
"03 12 2009",606,0,0,367,921,0,0,0,1342
"04 12 2009",1108,0,0,595,1472,0,0,0,1634
"05 12 2009",594,0,0,301,746,0,0,0,1135
"06 12 2009",501,0,0,276,679,0,0,0,891
"07 12 2009",669,0,0,358,1039,0,0,0,1254
"08 12 2009",570,0,0,318,807,0,0,0,1009
"09 12 2009",185,0,0,64,274,0,0,0,1991
"10 12 2009",219,0,0,110,363,0,0,0,679
"11 12 2009",194,0,0,77,378,0,0,0,1561
"12 12 2009",106,0,0,84,210,0,0,0,915
"13 12 2009",130,0,0,49,113,0,0,0,1322
"14 12 2009",271,0,0,123,433,0,0,0,707
"15 12 2009",308,0,0,143,395,0,0,0,775
"16 12 2009",296,0,0,155,350,0,0,0,680
"17 12 2009",239,0,0,118,304,0,0,0,278
"18 12 2009",214,0,0,119,373,0,0,0,281
"19 12 2009",133,0,0,73,162,0,0,0,286
"20 12 2009",135,0,0,62,125,0,0,0,204
"21 12 2009",239,0,0,125,383,0,0,0,231
"22 12 2009",207,0,0,107,353,0,0,0,569
"23 12 2009",158,0,0,84,204,0,0,0,218
"24 12 2009",74,0,0,59,129,0,0,0,118
"25 12 2009",34,0,0,21,36,0,0,0,54
"26 12 2009",40,0,0,21,59,0,0,0,106
"27 12 2009",66,0,0,29,52,0,0,0,124
"28 12 2009",61,0,0,41,99,0,0,0,201
"29 12 2009",89,0,0,52,115,0,0,0,136
"30 12 2009",76,0,0,43,115,0,0,0,162
"31 12 2009",53,0,0,46,112,0,0,0,249
